mailingAddr1,bldAssessedVal
463 PONDEROSA,12609
463 PONDEROSA,12609
463 PONDEROSA,12609
600 CREE CIR,12609
2117 WALNUT C13,21341
PO BOX 1765,13755
2276 E GOSS CIR,15124
36983 BOULDER CANYON DR,13532
3505 NEBO RD,
1430 ALPINE AV,22368
2323 20TH ST,33249
234 OLD POST OFFICE RD,
2220 16TH ST,31108
3344 16TH ST,33352
4685 MACARTHUR CT STE 400,872718
5094 BUCKINGHAM RD,14177
5092 BUCKINGHAM RD #2,14925
156 NORTHRUP DR,11701
ZIMMERMAN,13962
5086 BUCKINGHAM RD UNIT A,11701
5084 BUCKINGHAM RD,14320
5084 BUCKINGHAM RD,14320
5082 BUCKINGHAM RD,14320
PO BOX 5159,12370
5078 BUCKINGHAM RD,13962
21 BLUEWATER CT,11701
5074 BUCKINGHAM RD,13962
5072 BUCKINGHAM RD,14177
5022 BUCKINGHAM RD,14177
23 MANOR WY,13962
5018 BUCKINGHAM RD,12370
BENJAMIN E RAND,11701
5012 BUCKINGHAM RD,14320
211 CRESTVIEW TERRACE,14320
3101 BLAKE ST UNIT 301,11701
5006 BUCKINGHAM RD,13962
212 LIVINGSTON DR,11701
212 LIVINGSTON DR,11701
5000 BUCKINGHAM RD,15076
PO BOX 1973,17767
5400 GREAT DIVIDE DR,18841
3025 BROADWAY UNIT 4,10690
3025 BROADWAY UNIT A5,18993
4483 RED DEER TRAIL,18993
3025 BROADWAY UNIT 7,12036
3025 BROADWAY UNIT A-8,10539
3025 BROADWAY UNIT 9,11224
812 D WALNUT ST,11056
3025 BROADWAY UNIT 11,17902
3025 BROADWAY UNIT 12,19438
3474 BLUE GLACIER RD,18841
3025 BROADWAY #14,10690
4675 51ST ST,18993
4675 51ST ST,18993
1605 CEDAR AVE,11470
41 SILVER SPRUCE,10539
3025 BROADWAY 19,10539
3025 BROADWAY UNIT 20,11470
3025 BROADWAY UNIT C21,19295
3025 BROADWAY UNIT 22,17767
3025 BROADWAY APT 23,18841
GRIGORIY ILICH DZYUBA,10690
4750 TABLE MESA DR,20736
2410 OCEAN PARK BLVD UNIT 6,18993
3025 BROADWAY #27,11470
3025 BROADWAY C29,11510
3025 BROADWAY UNIT C-30,11470
3025 BROADWAY UNIT 31,17902
3025 BROADWAY UNIT 32,18650
3025 BROADWAY ST UNIT 33,18841
3025 N BROADWAY UNIT 34D,10690
JUSTIN W C,18993
3025 BROADWAY APT 36D,19797
3025 BROADWAY UNIT 37,11470
3025 BROADWAY 38,10539
3025 BROADWAY UNIT 39,10539
3025 BROADWAY UNIT 40,11470
1950 NORWOOD AVE,63680
2000 NORWOOD AVE,50323
1664 EMERSON ST,21739
1664 EMERSON ST,26865
1664 EMERSON ST,25241
1789 OAK AV,16460
3775 IRIS AVE,16460
3815 NORTHBROOK DR UNIT C,16421
3815 NORTHBROOK DR UNIT C,16421
PO BOX 39044,16421
3815 NORTHBROOK DR UNIT E,25236
3815 NORTHBROOK DR #24,23870
510 NORTHSTAR CT,16460
7 NORTH 852 PHAR LAP DR,16694
3805 NORTHBROOK UNIT E,24495
3805 NORTHBROOK DR UNIT F,23870
PO BOX 7062,10834
2239 NICHOLL ST,25177
1753 HAWTHORNE PL,27860
2040 HERMOSA DRIVE,24429
1773 HAWTHORNE PL,23896
1777 BROADWAY,
2260 22ND ST,42427
1140 PORTLAND PL APT 301,16063
1140 PORTLAND PL APT 301,16063
1140 PORTLAND PL UNIT 104,35199
MARIA TERESA RAVASIO,35342
1140 PORTLAND PL #106,35342
1140 PORTLAND PL APT 107,35860
1140 PORTLAND PL 108,36879
1140 PORTLAND PL UNIT 201,35963
1140 PORTLAND PL 202,37571
2455 ADARE RD,37611
1140 PORTLAND PL UNIT 204,34698
295 PEARL ST,34284
5909 FLYNNSBROOKE TERRACE,34284
1140 PORTLAND PL APT 207,34753
1140 PORTLAND PL UNIT 208,36130
1140 PORTLAND PL UNIT 208,36130
1140 PORTLAND PL APT 301,47545
1140 PORTLAND PL 302,36019
1140 PORTLAND PL UNIT 303,37245
1140 PORTLAND PL #304,34809
1140 PORTLAND PL UNIT 305,37722
1140 PORTLAND PL UNIT 306,34284
295 PEARL STREET,34753
1140 PORTLAND PL 308,36855
1540 REDWOOD AV,25774
3317 SHOSHONE ST,353452
2729 MABRY RD NE,20473
5915 S VALE RD,20473
821 NW 11TH AVE 513,22439
PO BOX 7536,26499
GREENBERG TRAURIG LLP,28083
2444 9TH ST #5,26499
PO BOX 774305,35032
2444 9TH ST UNIT 7,26499
2444 9TH ST APT 8,26499
811 KALMIA AVE,22439
2420 9TH ST # 1,19430
2420 9TH ST UNIT 15,24509
2420 9TH ST UNIT 16,13413
4635 BURGUNDY LN,20967
4639 BURGUNDY LN,23004
4643 BURGUNDY LN 3,22376
1000 PALOMA AVE,21914
3100 ARAPAHOE AVE UNIT 503,20696
4655 BURGUNDY LN,20959
4659 BURGUNDY LN UNIT 3,20306
4623 BURGUNDY LN,21205
4627 BURGUNDY LN,20561
4631 BURGUNDY LN,19677
23719 POWDER MILL DR,13556
6827 ORION CT,13556
7123 FOUR RIVERS RD,14217
PO BOX 18612,15013
2201 PEARL ST UNIT 56,14320
2201 PEARL ST UNIT 56,14320
2201 PEARL ST UNIT 56,14320
2201 PEARL ST UNIT 110,13882
4155 BROADMOOR LOOP,14957
4155 BROADMOOR LOOP,14957
2201 PEARL ST UNIT 114,13882
3275 6TH ST,14662
1515 ARLINGTON AVE,14662
2201 PEARL ST UNIT 120,14662
PO BOX 896,13882
823 EAGLE PASS,13882
327 W 10TH AVE,14662
PO BOX 3806,13882
4207 BRUDENELL DR,13882
33 HOOPER ST,14463
2890 17TH ST,16660
2201 PEARL ST STE 212,17870
2201 PEARL ST UNIT 214,17870
771 COLUMBINE,17870
2201 PEARL ST 218,18754
181 CAMINO BOSQUE,16302
2201 PEARL ST 220,17870
2201 PEARL ST UNIT 221,14232
2201 PEARL ST UNIT 222,17870
2201 PEARL ST UNIT 223,17210
2201 PEARL ST UNIT 225,15641
2201 PEARL ST UNIT 226,17870
2201 PEARL ST #321,16230
2201 PEARL ST UNIT 323,19773
6054-A GUNBARREL AV,12688
4443 PALI WAY,10531
425 CHRISTMAS TREE DR,12688
6054 GUNBARREL AVE UNIT D,11351
6054 GUNBARREL AVE UNIT E,12688
3367 SENTINEL DRIVE,11351
6054 GUNBARREL AVE UNIT H,10531
PO BOX 129,188790
4875 PEARL EAST CIR STE 100,28680
2889 SPRINGDALE LN,28879
BOX 157,31975
2907 SHADOW CREEK DR UNIT 104,31975
6 TWIN LAKES CIR,31617
2121 TERRY AVE #1502,28879
PO BOX 6894,34984
PO BOX 6894,34984
87 FOUR MILE CANYON,
1496 TAMARACK AV,28704
192 BISON DR,9329
2640 BRIARWOOD DR,72754
4515 WELLINGTON RD,13134
4511 WELLINGTON RD,11494
4509 WELLINGTON RD,12744
4505 WELLINGTON RD,14758
4503 WELLINGTON RD,11558
4497 WELLINGTON RD,13612
4626 SPRUCEDALE PL,12099
4491 WELLINGTON RD,12903
SHAWN J MCALISTER,13222
4485 WELLINGTON RD,13986
4483 WELLINGTON RD,12808
JULIE M POYTON,13468
4477 WELLINGTON RD,13062
4975 TWIN LAKES RD 73,11502
4965 TWIN LAKES RD UNIT 61,12091
4955 TWIN LAKES RD #49,13086
1333 GOUGH ST APT 5E,12983
4935 TWIN LAKES RD UNIT 25,12760
4915 TWIN LAKES RD UNIT 13,12951
1221 N SUGAR RD,13277
4898 BRANDON CREEK DR,13795
4896 BRANDON CREEK DR,13970
4894 BRANDON CREEK DR,14105
4892 BRANDON CREEK DR,13795
4886 BRANDON CREEK DR,14392
4886 BRANDON CREEK DR,13548
1527 CENTER LANE,13906
4882 BRANDON CREEK DR,14026
4878 BRANDON CREEK DR,12887
4876 BRANDON CREEK DR,13683
4874 BRANDON CREEK DR,13070
4872 BRANDON CREEK DR,13373
903 CUSTER ST,13819
4866 BRANDON CREEK DR,11653
4864 BRANDON CREEK DR,8056
4832 BRANDON CREEK DR,15442
4834 BRANDON CREEK DR,14989
4836 BRANDON CREEK DR,13930
4838 BRANDON CREEK DRIVE,15832
4842 BRANDON CREEK DR,15729
4844 BRANDON CREEK DR #4,15633
4846 BRANDON CREEK DR,15474
4848 BRANDON CREEK DR,15052
4852 BRANDON CREEK DRIVE,15124
4854 BRANDON CREEK DR,6742
3502 LOTUS,15434
4804 BRANDON CREEK DR,16167
4808 BRANDON CREEK DR,14137
4812 BRANDON CREEK DR,15196
4814 BRANDON CREEK DR,15212
4816 BRANDON CREEK DR,15371
4818 BRANDON CREEK DR,16294
4822 BRANDON CREEK DR,16008
4824 BRANDON CREEK DR,16819
4803 BRANDON CREEK DR,12720
28901 N 114TH ST,12434
4807 BRANDON CREEK DR,14010
4809 BRANDON CREEK DR,14416
4813 BRANDON CREEK DR,14193
6610 GUNPARK DR UNIT 202,13858
4817 BRANDON CREEK DR,15251
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
PO BOX 17342,
2301 PEARL ST 59,11343
4868 W 103RD CIR,10897
2301 PEARL ST UNIT 61,11343
3215 15TH ST,11343
2301 PEARL ST #63,11343
612 TANTRA DR,11343
PO BOX 7572,11343
2301 PEARL ST UNIT 66,10857
1310 SONGBIRD CT,11661
RUTH BAIDAS,11104
BOX 5600,10865
2301 PEARL ST UNIT 70,11343
2301 PEARL ST 71,11343
REVOCABLE TRUST,11343
2301 PEARL ST UNIT 73,11343
1741 125TH AVE SE,11343
1417 S MAIN,11343
3762 WONDERLAND HILL AVE,11343
2301 PEARL ST APT 78,11104
1331 D ST NE,11104
1510 28TH ST STE 275,10666
6124 HABITAT DR UNIT 1,11208
6126 HABITAT DR UNIT 1,11486
6126 HABITAT DR #3,11892
6128 HABITAT DR UNIT 1,9608
6128 HABITAT DR APT 2,9608
6128 HABITAT DR UNIT 3,10181
8330 LARKSPUR RD,12712
5404 MOUNTAIN CEDAR CV,13166
6132 HABITAT DR #1,12832
614 BROOK RD,12832
PO BOX 18688,13285
6134 HABITAT DR UNIT 1,12816
6134 HABITAT DR UNIT 6134-2,12816
6134 HABITAT DR UNIT 6134-2,12816
17 PANORAMA TRL,21993
17 PANORAMA TRL,21993
11477 PAULSON LN NW,16199
2892 SHADOW CREEK DR APT 103,15180
2551 ARBORETUM DR,15180
2400 28TH ST,16199
835 SHARON DR  UNIT 100,21245
230 BERTHOUD TRL,21245
2802 SUNDOWN LN APT 301,17743
249 MILLER LN,15180
14312 MISSION WAY,15180
2609 TUMWATER LN,17743
6255 N WILMOT,21245
2892 SHADOW CREEK DR UNIT 201,21691
2892 SHADOW CREEK DR UNIT 202,16541
10075 STRATFORD PL,15490
2890 SHADOW CREEK DR UNIT 204,15490
1301 GILPIN AVE  #6E,16541
4506 MULLEN AVE,21691
2892 SHADOW CREEK DR APT 103,21691
2890 SHADOW CREEK DR UNIT 208,18125
1010 S RACE ST,15490
2892 SHADOW CREEK DR # 210,15490
963 STONEHILL LN,19016
963 STONEHILL LN,19016
2892 SHADOW CREEK #212,21691
2 CAMINO MAYANCITA,21978
2892 SHADOW CREEK DR UNIT 302,23769
2892 SHADOW CREEK DR UNIT 303,25599
2907 SHADOW CREEK DR UNIT 104,24485
2890 SHADDOW CREEK DR UNIT 305,23769
9300 SPRINKLEWOOD LN,21978
12740 LINCOLNSHIRE DR,21978
12740 LINCOLNSHIRE DR,21978
699 MONTGOMERY RD,30025
33 SPRING BLOSSOM LN,24485
1539 HIDDENBROOK DR,24485
397 LOS CERROS DR,26149
9300 SPRINKLEWOOD LN,21978
GEORGE A EMMONS LIVING TRUST,45085
225 PEARL ST,38208
237 PEARL ST,35422
241 PEARL ST,40994
4130 N 26TH ST,27908
4120 N 26TH ST,26427
4149 AMBER ST,25201
4145 AMBER ST,30423
4139 AMBER ST,29532
4148 AMBER ST,16039
590 NORTHSTAR CT,16421
4144 AMBER ST,15554
8200 E 8TH AV  #2103,16055
4140 AMBER ST,17377
4138 AMBER ST,16907
1628 4TH ST,16175
4134 AMBER ST,15562
4132 AMBER ST,15904
4133 SUNRISE CT,16764
4135 SUNRISE CT,16724
4137 SUNRISE CT,18873
4139 SUNRISE CT,17210
4141 SUNRISE CT,16835
4141 SUNRISE CT,16835
4143 SUNRISE CT,15562
4145 SUNRISE CT,14949
4146 SUNRISE CT,15570
4135 AUTUMN CT,16772
4137 AUTUMN CT,15363
4139 AUTUMN CT,16859
4139 AUTUMN CT,16859
10842 W 100TH DR,15753
4143 AUTUMN CT,14901
4145 AUTUMN CT,16191
4148 AUTUMN CT,15856
4128 AMBER ST,16907
4126 AMBER ST,17106
4124 AMBER ST,16334
4122 AMBER ST,16071
4120 AMBER ST,18149
2505 TOPAZ DR,15092
4136 AUTUMN CT,16199
4134 AUTUMN CT,15801
4132 AUTUMN CT,15872
9975 WADSWORTH PKWY K2,
9975 WADSWORTH PKWY K2,
9975 WADSWORTH PKWY K2,
9975 WADSWORTH PKWY K2,
9975 WADSWORTH PKWY K2,
9975 WADSWORTH PKWY K2,
PO BOX 791,
9975 WADSWORTH PKWY K2,
4197 AMBER ST,26029
4175 AMBER ST,24851
4153 AMBER ST,24445
4160 26TH ST,25130
4192 AMBER PL,23426
4188 AMBER PL,23991
4184 AMBER PLACE,23960
4180 AMBER PL,21595
4176 AMBER PL,22328
4172 AMBER PL,22877
4168 AMBER PL,23912
997 VAUGN ST,23187
4160 AMBER PL,24190
2822 RIVERWALK LOOP,34698
2822 RIVERWALK LOOP,34698
1271 QUINCE AVE,19335
501 MANHATTAN DR # 102,23800
501 MANHATTAN DR # 103,23800
MATTSON FAMILY TRUST,24620
5253 LAUREL AVE,16676
6959 SUNWATER WAY,17512
702 ITHACA DR,17512
501 MANHATTAN DR UNIT 204,16676
2662 LLOYD CIR,13962
RYAN R BASIL,13962
2664 LLOYD CIR,12203
2665 LLOYD CIR,13516
2667 LLOYD CIR,12402
2668 LLOYD CIR,13962
2661 SHERWOOD CIR UNIT B1,15689
2662 SHERWOOD CIR,13962
2663 SHERWOOD CIR UNIT B3,14869
16108  W  54TH  AVE,13962
2665 SHERWOOD CIR,14447
1837 WALNUT ST,13962
1837 WALNUT ST UNIT E,13962
6010 SUGARLOAF RD,13962
1716 FOREST AVE,21166
275 PEARL ST,21428
8384 THUNDERHEAD DR,22033
275 PEARL ST 12,35979
275 PEARL ST #14,35645
275 PEARL ST #14,35645
9300 SPRINKLEWOOD LN,26037
PO BOX 471,
1448 IRIS AVE,20983
1800 GRANT ST 725,
856 WALNUT ST A-1,29102
6343 WATERMAN AVE,27558
856 WALNUT ST UNIT 3,31163
856 WALNUT ST # 4,31163
PO BOX 399,42029
856 WALNUT ST F,39840
6299 SUNSHINE CANYON DR,29667
854 WALNUT ST UNIT 8,29587
510 NORTH STAR CT,31163
45 HILLTOP RD,33583
45 HILLTOP RD,33583
854 WALNUT ST #11,42729
854 WALNUT ST #12,46216
PO BOX 990,
483 N CEDAR BROOK RD,65344
8080 KINCROSS DR,48078
8828 WEST PHILLIPS RD,60496
8822 W PHILLIPS RD,95520
PO BOX 791,
4950 LEE HILL DR,20998
251 PEARL ST #3,34698
251 PEARL ST UNIT 4,36369
4415 CHIPPEWA DR,21890
263 PEARL ST UNIT 6,20998
25 WASHINGTON,35088
216 SYLVAN BLVD,36226
5763 ARAPAHOE UNIT M,47850
956 QUINCE AVE,42968
2243 NICHOLL ST,40262
507 LOCUST PL,40270
495 LOCUST PL,39840
PATRICIA MARY CANTWELL,41591
461 LOCUST PL,32739
825 N WACO AVE,41002
476 LOCUST PL,37659
494 LOCUST PL,32206
502 LOCUST PL,35446
528 LOCUST PL,40930
546 LOCUST PL,36648
564 LOCUST PL,34268
582 LOCUST PL,34586
582 LOCUST PL,34586
4230 PEACH WAY,38375
643 S VINE ST,35390
9300 SPRINKLEWOOD LN,37810
MARTIN J WRIGHT ETAL,
12752 POLO PL,
14563 SHERIDAN BLVD,
635 DEWEY AVE,24119
629 DEWEY AVE,22431
2062 OAK AV,24628
1225 17TH ST STE 2600,26507
2895 DOVER DR,30232
3472 W 33RD AVE,12362
2895 DOVER DR,12362
PO BOX 221,15801
2201 PEARL ST UNIT 103,15801
2990 17TH ST,15801
2201 PEARL ST UNIT 107,16469
1346 WICKLOW ST,15801
P O BOX 4188,15801
2201 PEARL ST UNIT 113,15801
4016 N 57TH ST,15801
1515 ARLINGTON AVE,14806
2201 PEARL ST #203,14018
2201 PEARL ST #205,14018
2201 PEARL ST UNIT 207,14018
2201 PEARL ST UNIT 209,14806
2892 SHADOW CREEK DR APT 103,14806
422 MARSTON AVE,15960
2201 PEARL ST #215,14806
2201 PEARL ST #217,14615
2201 PEARL ST UNIT 301,18045
2477 VINE PL,18045
4868 W 103RD CR,18045
4060 E AURORA AVE,18045
2201 PEARL ST UNIT 309,19136
2201 PEARL ST 311,18045
P O BOX 4188,19056
2201 PEARL ST UNIT 315,19860
2201 PEARL ST #317,18674
2044 BLUFF ST,29579
5649 PENNSYLVANIA AVE,38288
1078 LOVE CT,37444
1074 LOVE CT,38702
707 7TH ST,28656
2120 COMANCHE RD,27995
1082 LOVE CT,30614
1080 LOVE CT,32899
PO BOX 1426,41790
PO BOX 1426,41790
PO BOX 1426,41790
PO BOX 1426,41790
PO BOX 791,
4210 26TH ST,21683
4218 26TH ST,22161
4226 26TH ST,20927
4234 26TH ST,22145
4242 26TH ST,23402
4250 26TH ST,22909
4258 26TH ST,23108
4266 26TH ST,22877
4272 26TH ST,23140
4280 26TH ST,20799
4288 N 26TH ST,20672
4275 AMBER ST,23156
4267 AMBER ST,23068
4259 AMBER ST,22368
4251 AMBER ST,21707
4243 AMBER ST,22893
3035 STERLING CIRCLE STE E,21460
4227 AMBER ST,23219
4219 AMBER ST,22041
1885 UPLAND AVE,20911
4203 AMBER ST,23259
4260 AMBER ST,18467
3015 GEMINI LOOP,19972
4244 AMBER ST,21683
4236 AMBER ST,21978
4228 AMBER ST,22192
2727 ARBOR GLEN PL,23609
2739 ARBOR GLEN PL,6089
2751 ARBOR CLEN PL,22216
2770 ARBOR GLEN PL,23665
2758 ARBOR GLEN PL,21954
2746 ARBOR GLEN PL,22081
2734 ARBOR GLEN PL,23092
2722 ARBOR GLEN PL,22957
2710 ARBOR GLEN PL,21922
1495 SUMAC AVE,28680
1000 LEFTHAND CANYON DR,32397
3450 PENROSE PL STE 120,60175
3450 PENROSE PL STE 120,49213
3450 PENROSE PL STE 140,38599
988 N 75TH ST,56695
3450 PENROSE PL UNIT 210,32480
3450 PENROSE PL STE 230,47357
8443 STONERIDGE TER,32712
535 UTICA AVE,78184
8446 VALMONT RD,110596
2255 18TH ST,31044
PO BOX 471,
PO BOX 471,1000442
3985 ESCUELA CT,18618
2889 VALMONT RD,19311
2889 VALMONT RD,19311
3869 CAMPO CT,22511
3867 CAMPO CT,22376
3865 CAMPO CT,21373
3863 CAMPO CT,20131
3861 CAMPO CT,22654
3858 CAMPO CT,22391
3860 CAMPO CT,20799
DENISE YVONNE DEFOREST,19343
3864 CAMPO CT,20131
3866 CAMPO CT,18411
3868 CAMPO CT,20107
3870 CAMPO COURT,21723
3874 CAMPO CT,18618
3876 CAMPO CT,17966
3878 CAMPO CT,20998
JOEL LEE BEATY,22821
3973 CAMPO CT,22455
3981 CAMPO CT,23800
JOYCE A BENSON,21970
3992 CAMPO CT,23442
3988 CAMPO CT,24803
BRUFF B R LEVAN,21747
3962 CAMPO CT,21102
3975 DEHESA CT,20951
3987 DEHESA CT,19247
3997 DEHESA CT,19956
3988 DEHESA CT,23944
330 NORTON ST,20951
3972 DEHESA CT,22479
3973 ESCUELA CT,20935
3985 ESCUELA CT,21627
3991 ESCUELA CT,21357
3982 ESCUELA CT,21962
3978 ESCUELA CT,22272
3970 ESCUELA CT,19510
HOMEOWNERS ASSOCIATION INC,
1777 BROADWAY,
1050 LINDEN AVE,
444 UTICA AV,54072
8081 DOWNING DR,
7271 SIENA WAY,25695
7269 SIENA WAY,21102
175 CENTRAL AVE,31832
PO BOX 10945,25902
7275 SIENA WAY UNIT C,27239
7285 SIENA WAY UNIT B,25130
7283 SIENA WAY,27605
7281 SIENA WAY,28895
4626 BURGUNDY LN,21763
4630 BURGUNDY LN UNIT 2,22336
4634 BURGUNDY LN,21150
4638 BURGUNDY LN,21030
4642 BURGUNDY LN,22192
4646 BURGUNDY LN,19693
4650 BURGUNDY LN,20338
1085 KALMIA AVE,54884
1043 KALMIA AVE,50212
1041 KALMIA AVE,67310
1037 KALMIA AVE,74514
614 ALPINE AVE,35963
616 ALPINE AV 3,29341
3320 13TH STREET,29731
1055 LEHIGH ST,97319
3040 15TH ST,55100
1525 SPRUCE ST STE 300,78445
1525 SPRUCE ST STE 300,29000
4789 WHITE ROCK CIR UNIT E,14121
4879 WHITE ROCK CIR #B,11216
4975 TWIN LAKES RD #81,12704
4879 WHITE ROCK CIR UNIT D,11216
4879 WHITE ROCK CIR UNIT E,13206
PO BOX 932,13206
4879 WHITE ROCK CR UNIT H,13771
PO BOX 471,
1295 W 7TH APT 15,
1295 W 7TH APT 15,
1295 W 7TH APT 15,
PO BOX 20790,
1295 W 7TH APT 15,
1295 W 7TH APT 15,
1295 W 7TH APT 15,
1295 W 7TH APT 15,
1295 W 7TH APT 15,
1295 W 7TH APT 15,
P O BOX 471,
PO BOX 471,
PO BOX 471,
PO BOX 791,
ATTN: PAUL R SMITH,2055056
2300 75TH ST,1329940
4000 E THIRD AVE STE 600,828849
5733 CENTRAL AVE,609000
P O BOX 471,
1127 VALLEY LN,53937
PEDERSEN LIVING TRUST,61523
2608 CARRIAGE HILLS DR,38550
ALICE I LADD TRUST,53221
495 CUTTER LN,80778
774 MAYS BLVD  #10-268,70971
506 CUTTER LN,68862
50 CUTTER LN,69968
2037 16TH ST,
1077 CARRIAGE HILLS DR,66665
1115 CARRIAGE HILLS DR,61196
LUCAS LIVING TRUST,47099
3402 VALENTIA ST,41718
721 W COACH RD,41750
905 W COACH RD,60401
1280 WEST 47TH AVE,55354
1524 W COACH RD,60400
209 ANEMONE DR,79035
770 WEST COACH RD,33114
2925 CARRIAGE HILLS DR,30885
16255 VENTURA BLVD STE 920,47704
16255 VENTURA BLVD STE 920,47704
4 W COACH RD,35191
3373 4TH ST,103480
THOMAS LEWIS MICHEL,22535
780 WALNUT ST UNIT B,30208
6299 SUNSHINE CANYON DR,22535
780 WALNUT ST 16,30885
848 WALNUT ST # A17,28489
3518 KIRKWOOD PL,28489
848 WALNUT ST #19,29595
676 BERRY AVE,33870
848 WALNUT ST CA21,46065
17 LION GATE GARDENS,48309
1154 ESCAPE RT,34467
3050 BROADWAY STE 206,30734
35 BELLEVUE DR,92519
4653 MACARTHUR LN,15084
5195 S WILLIAMS DR,16541
4657 MACARTHUR LN,15052
,
3461 28TH ST UNIT 1,12991
3461 28TH ST UNIT 2,12051
PO BOX 1255,11701
TRUST 2/3 INT & BRENDA K GOORIAN 1/3 INT,12832
3461 28TH ST UNIT 5,16342
3461 28TH ST UNIT 5,16342
3461 28TH ST UNIT 6,15482
4280 26TH ST,17631
2355 CANYON BLVD STE 104,15872
PO BOX 2077,13771
3461 28TH ST UNIT 10,11582
3300 ARAPAHOE STE 207,10221
3461 28TH ST UNIT 12,16071
ALEXANDRA E JORDAN,15291
3889 PROMONTORY CT,17592
3487 28TH ST UNIT15,13532
3487 28TH ST APT 16,12051
2835 GRAPE ST,12911
314 HATHAWAY LN,15912
3487 28TH ST #20,15482
3487 28TH ST UNIT 21,15522
3487 28TH ST 22,16652
5010 INGERSOLL PL,23617
5325 GALLATIN PL,23132
P O BOX 68,23132
20420 CELTIC ST,23132
1487 LODGE CT,23132
LAZARINA BRIEGLEB TRUST,23132
4974 DAKOTA BLVD,23132
11133 PINYON DR,23132
PO BOX 68,19677
2130 UPLAND AVE,23132
5325 GALLATIN PL,23132
4450 ARAPAHOE AVE STE 100,23132
4631 CARTER TR,25313
6927 JAY RD,23132
912 LOCUST AVE,25313
1938 PEARL ST   STE 200,23132
131 HACKSTOWN ST,24636
1435 LARIMER ST STE 303,23132
PO BOX 40417,23132
15274 W EVANS PL,24955
4631 CARTER TR,23132
1200 COLLEGE AVE,23132
48 BARLOW PLAIN DR,23132
3895 EUREKA DR,23132
3362 S KIRK CT,23132
1722 SPRUCE ST,23132
OREN GALCHEN,23132
48 BARLOW PLAIN DR,23132
8489 DOVE RIDGE WY,23132
1408 N WEBER ST,23617
22 OAKESHOTT AVE,23132
4053 RANDALL FARM RD,24636
6927 JAY RD,23132
5046 W HINSDALE CIRCLE,23132
6927 JAY RD,23132
1525 MARSHALL RD,
1192 VALLEY LN,37937
1020 MAPLETON AVE,
WAGONER TRUST,36847
624 PEARL ST UNIT 203,32429
624 PEARL ST APT 204,27024
812 WALNUT ST UNIT D,31545
3117 COUNTY ROAD 14 1/2,36417
1084 EQUINOX DR,46232
1775 QUARTZ MOUNTAIN DR,25265
2117 JORDAN PL,40891
624 PEARL ST UNIT 305,37651
624 PEARL UNIT 401,47808
15220 BRONCO DR,44170
624 PEARL ST #403,45897
624 PEARL ST UNIT 404,50220
315 GOLD RUN RD,
PO BOX 791,
PO BOX 791,
PO BOX 791,
441 CIRCLE DR,12983
5964 E VERMILLION ST,10834
796 LAKESHORE DR,12983
6048 GUNBARREL AVE UNIT E,12983
6048 GUNBARREL AVE UNIT H,10834
4627 CHESTNUT LN,20704
1210 HILLCREST CT SE,20258
99 ARROYO CHICO,19701
4643 CHESTNUT LN,20481
4647 CHESTNUT LN,19319
4635 CHESTNUT LN,20258
4631 CHESTNUT LN,22145
5922 GUNBARREL AVE APT B,20521
4651 CHESTNUT LN,19319
4647 CHESTNUT LN,19980
2294 FOOTHILLS DR S,23164
2883 SPRINGDALE LN,27414
1102 WILLOW LANE,23251
2883 SPRINGDALE LN,27406
63 BENTHAVEN PL,18475
4640 PAWNEE PL,18475
4845 QUALLA DR,18969
4415 LAGUNA PL APT 107,18475
4415 LAGUNA PL UNIT 108,19677
4415 LAGUNA PL,18475
1162 CHERRYVALE RD,18475
4415 LAGUNA PL UNIT 111,18634
2601 MOUNTAIN VIEW AVE,18475
4415 LAGUNA PL 201,21763
4415 LAGUNA PL UNIT 203,24971
4415 LAGUNA PL UNIT 203,24971
2179 S KENTON CT,23347
JUDITH ANN FURTNEY TRUST,22224
70 MANHATTAN DR,23347
4415 LAGUNA PL UNIT 208,23347
4415 LAGUNA PL UNIT 210,23347
4415 LAGUNA PL #211,22861
4415 LAGUNA PL UNIT 212,25154
PO BOX 791,
1215 DELAWARE ST,23490
1215 DELAWARE ST,23490
1215 DELAWARE ST,23490
7863 S FOREST ST,23490
7863 S FOREST ST,23490
6725 N MERIDIAN,22200
1938 PEARL ST SUITE 200,23490
2025 BALSAM DR,23649
2668 LLOYD CIR,21460
16882 BOLSA CHICA ST STE 204,22527
434 UNION ST APT B,23490
8489 DOVE RIDGE WAY,24294
3200 ROUTT ST,22805
5451 SE ACADIA TERRACE,21460
217 SCAIFE RD,21460
1215 DELAWARE ST,22200
6927 JAY RD,22662
15274 W EVANS PL,23323
2335 BALSAM DR,23323
2335 BALSAM DR,24803
2335 BALSAM DR,24803
2335 BALSAM DR,24803
2901 PRINCE CIR,24294
2335 BALSAM DR,22662
2335 BALSAM DR,22662
7840 S OGDEN WAY,22662
2901 PRINCE CR,24803
5325 GALLATIN PL,23458
4926 BROOKVIEW CT,22662
PO BOX 771937,24835
4974 DAKOTA BLVD,23784
2835 ILIFF ST,24803
2901 PRINCE CIR,24803
3407 TEJON ST,22662
GLASSOVER LIVING TRUST,22662
